Ido,Restaurante,Prato,Descrição,Nota (1 a 5),Endereço,Bairro,Como chegar,Link,Telefone,Horários
FALSE,Pasta da Nonna,Virando a Laje,"Risoto de arroz arbóreo, feito com caldo de mocotó e recheado com carne seca desfiada, bacon, linguiça calabresa, costelinha de porco. Acompanha molho de rapadura apimentada e vinagrete de azeitona.",,"Avenida Brasil, 367 – Duque de Caxias | Vila São Luís, Duque de Caxias – R",Vila São Luís,"https://www.google.com/maps/search/?api=1&query=Avenida%20Brasil,%20367%20–%20Duque%20de%20Caxias%20|%20Vila%20São%20Luís,%20Duque%20de%20Caxias%20–%20R",http://www.comidadibuteco.com.br/pasta-da-nonna/,(21) 3902-4780,"Segundas, das 18h às 24hTerças, das 18h às 24hQuartas, das 18h às 24hQuintas, das 18h às 24hSextas, das 18h às 24hSábados, das 13h às 24hDomingos, das 13h às 24h"
FALSE,Pastelaria do Lido,Trio Elétrico,"Três pastéis abertos recheados com três tipos de moquecas diferentes: polvo, siri e camarão, acompanhados de farofa crocante de dendê e pirão.",,"Praia José Bonifácio, 59 | Paquetá, Rio de Janeiro – RJ",Paquetá,"https://www.google.com/maps/search/?api=1&query=Praia%20José%20Bonifácio,%2059%20|%20Paquetá,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/pastelaria-do-lido/,(21) 3397-0280,"Quintas, das 10h às 17hSextas, das 10h às 21hSábados, das 9h às 22hDomingos, das 9h às 20h"
FALSE,Pescados na Brasa,Pastel Espia Parente,Pastel feito de tambaqui moído com queijo coalho recheado com camarão e cebola caramelizada. Acompanha maionese de jambu e molho de pimenta tucupi.,,"Rua Vítor Meireles, 92 | Riachuelo, Rio de Janeiro – RJ",Riachuelo,"https://www.google.com/maps/search/?api=1&query=Rua%20Vítor%20Meireles,%2092%20|%20Riachuelo,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/pescados-na-brasa/,(21) 99359-4753,"Terças, das 11h às 21h30Quartas, das 11h às 21h30Quintas, das 11h às 21h30Sextas, das 11h às 21h30Sábados, das 11h às 21h30Domingos, das 11h às 18h"
FALSE,Princesa da Lapa,Princesa do Mar,Tartar de frutos do mar com creme de mandioquinha.,,"Rua da Lapa, 128 | Centro, Rio de Janeiro – RJ",Centro,"https://www.google.com/maps/search/?api=1&query=Rua%20da%20Lapa,%20128%20|%20Centro,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/princesa-da-lapa/,(21) 2252-5866,"Terças, das 10h às 22hQuartas, das 10h às 22hQuintas, das 10h às 22hSextas, das 10h às 24hSábados, das 10h às 24hDomingos, das 12h às 18h"
FALSE,Quintal do Peter Espetaria,Espetinho do Boi,Espetinho de cupim assado acompanhado de berinjela à campanha e farofa da casa.,,"Rua Áurea Fonseca de Jesus, 204 | Califórnia, Nova Iguaçu – RJ",Califórnia,"https://www.google.com/maps/search/?api=1&query=Rua%20Áurea%20Fonseca%20de%20Jesus,%20204%20|%20Califórnia,%20Nova%20Iguaçu%20–%20RJ",http://www.comidadibuteco.com.br/quintal-do-peter-espetaria/,(21) 2695-5020,"Segundas, das 17h às 24hTerças, das 17h às 24hQuartas, das 17h às 24hQuintas, das 17h às 24hSextas, das 17h às 24hSábados, das 17h às 24hDomingos, das 17h às 24h"
FALSE,Quintal do Stuart,O QUE KISSO DAÍ HEIN!,"Croquete de fraldinha preparada na parrilla, acompanhado dos molhos caseiro de queijo parmesão e chimichurri.",,"Rua Cachambi, 438 | Cachambi, Rio de Janeiro – RJ",Cachambi,"https://www.google.com/maps/search/?api=1&query=Rua%20Cachambi,%20438%20|%20Cachambi,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/quintal-do-stuart/,(21) 97571-5776,"Terças, das 18h às 24hQuartas, das 18h às 24hQuintas, das 18h às 24hSextas, das 18h às 24hSábados, das 12h às 24hDomingos, das 12h às 18h"
FALSE,Real Chopp,A Realeza de Copacabana,Seis minirrisolis ao molho da casa.,,"Rua Barata Ribeiro, 319 | Copacabana, Rio de Janeiro – RJ",Copacabana,"https://www.google.com/maps/search/?api=1&query=Rua%20Barata%20Ribeiro,%20319%20|%20Copacabana,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/real-chopp/,(21) 2257-2645,"Terças, das 8h à 1hQuartas, das 8h à 1hQuintas, das 8h à 1hSextas, das 8h às 24hSábados, das 8h às 24hDomingos, das 8h às 24h"
FALSE,Rei do Bacalhau,1565 – O Petisco da Vitória,Bacalhau desfiado com camarão ao alho.,,"Rua Guilhermina, 596 – Parte | Encantado, Rio de Janeiro – RJ",Encantado,"https://www.google.com/maps/search/?api=1&query=Rua%20Guilhermina,%20596%20–%20Parte%20|%20Encantado,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/rei-do-bacalhau/,(21) 2289-7246,"Terças, das 11h às 22hQuartas, das 11h às 22hQuintas, das 11h às 22hSextas, das 11h às 23hSábados, das 11h às 23hDomingos, das 11h às 18h"
FALSE,Ruanita,Você já foi à Bahia?,"Uma verdadeira viagem à Bahia. Acarajé, catado de siri e cocadinha!",,"Rua Anita Garibaldi, 60 – Loja F | Copacabana, Rio de Janeiro – RJ",Copacabana,"https://www.google.com/maps/search/?api=1&query=Rua%20Anita%20Garibaldi,%2060%20–%20Loja%20F%20|%20Copacabana,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/ruanita/,(21) 98888-6236,"Segundas, das 18h às 24hTerças, das 18h às 24hQuartas, das 18h às 24hQuintas, das 18h às 24hSextas, das 18h às 24hSábados, das 12h às 24hDomingos, das 12h às 22h"
FALSE,Salete,"Aí, Garoto, Aqui o Risoto é do Manolo, sem frescura!","Risotinho de calabresa, bacon e com queijo parmesão. Sem arroz arbóreo. Receita original do seu Manolo, nosso fundador.",,"Rua Afonso Pena, 189 | Tijuca, Rio de Janeiro – RJ",Tijuca,"https://www.google.com/maps/search/?api=1&query=Rua%20Afonso%20Pena,%20189%20|%20Tijuca,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/salete/,(21) 2264-5163 (21) 2214-0408,"Terças, das 10h às 22hQuartas, das 10h às 22hQuintas, das 10h às 22hSextas, das 10h às 23hSábados, das 10h às 20hDomingos, das 10h às 20h"
FALSE,Santa Garrafa,Polpeteco,Polpetone bovino recheado com queijo empanado na farinha Panko e servido com dois molhos: bechamel e pomodoro.,,"Rua Teodoro da Silva, 747 | Grajaú, Rio de Janeiro – RJ",Grajaú,"https://www.google.com/maps/search/?api=1&query=Rua%20Teodoro%20da%20Silva,%20747%20|%20Grajaú,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/santa-garrafa/,(21) 4104-3815,"Terças, das 16h às 23hQuartas, das 16h às 23hQuintas, das 16h às 23hSextas, das 16h às 23hSábados, das 12h às 23hDomingos, das 12h às 20h"
FALSE,Simples Assim,Bobó no Berço,"Levíssima massa de aipim em forma de concha, coberta com delicioso creme de bobó de camarão acompanhado de fartos camarões.",,"Rua Paramopama, 365 | Ribeira, Rio de Janeiro – RJ",Ribeira,"https://www.google.com/maps/search/?api=1&query=Rua%20Paramopama,%20365%20|%20Ribeira,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/simples-assim/,(21) 3557-0018,"Quintas, das 11h às 18hSextas, das 11h à 23h30Sábados, das 11h à 23h30Domingos, das 11h às 18h"
FALSE,Tasca Carvalho,Bifanas a Lavrador,Um clássico das roulotes (comida portuguesa de rua).,,"Rua Ronald de Carvalho, 266 – Loja D | Copacabana, Rio de Janeiro – RJ",Copacabana,"https://www.google.com/maps/search/?api=1&query=Rua%20Ronald%20de%20Carvalho,%20266%20–%20Loja%20D%20|%20Copacabana,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/tasca-carvalho/,(21) 99957-9845,"Terças, das 18h à 1hQuartas, das 18h à 1hQuintas, das 18h à 1hSextas, das 18h à 1hSábados, das 16h à 1hDomingos, das 16h às 24h"
FALSE,Tibar,Porquinho Tirar – do Cremoso ao Pururuca,"Delicioso purê de batata com muito queijo, catupiry, com cobertura de costelinha de porco ao molho barbecue e crispy de cebola e torresmo.",,"Rua Salinópolis, 148 | Taquara, Rio de Janeiro – RJ",Taquara,"https://www.google.com/maps/search/?api=1&query=Rua%20Salinópolis,%20148%20|%20Taquara,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/tibar/,(21) 3486-4234,"Terças, das 12h às 24hQuartas, das 12h às 24hQuintas, das 12h às 24hSextas, das 12h às 24hSábados, das 12h às 24hDomingos, das 12h às 24h"
FALSE,Tô Careca de Saber,Delicinhas do Careca,Bolinhos de arroz com camarão com geleia de pimenta da casa.,,"Rua Cachambi, 394 | Cachambi, Rio de Janeiro – RJ",Cachambi,"https://www.google.com/maps/search/?api=1&query=Rua%20Cachambi,%20394%20|%20Cachambi,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/to-careca-de-saber/,(21) 98314-7817,"Terças, das 17h às 24hQuartas, das 17h às 24hQuintas, das 17h às 24hSextas, das 17h às 24hSábados, das 11h às 24hDomingos, das 11h às 16h"
FALSE,Umas e Ostras,Casquinha de Siri Gratinada,Casquinha de siri com purê de batata acompanhado de limão.,,"Rua Barão de Mesquita, 235 | Tijuca, Rio de Janeiro – RJ",Tijuca,"https://www.google.com/maps/search/?api=1&query=Rua%20Barão%20de%20Mesquita,%20235%20|%20Tijuca,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/umas-e-ostras/,(21) 2568-7128,"Terças, das 11h30 às 17hQuartas, das 11h30 às 17hQuintas, das 11h30 às 17hSextas, das 11h30 às 17hSábados, das 11h30 às 17hDomingos, das 11h30 às 17h"
FALSE,Vint 2 bar,Juntos & Misturados,"Um mix de três tipos de carnes, costela bovina, lombo suíno e carne seca. Desfiadas e servidos com deliciosos dadinhos refogados de abóbora, aipim e tapioca.",,"Estrada Rodrigues Caldas, 661 | Taquara, Rio de Janeiro – RJ",Taquara,"https://www.google.com/maps/search/?api=1&query=Estrada%20Rodrigues%20Caldas,%20661%20|%20Taquara,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/vint-2-bar/,(21) 3529-2222,"Terças, das 17h à 1hQuartas, das 17h à 1hQuintas, das 17h à 1hSextas, das 12h à 1hSábados, das 12h à 1hDomingos, das 12h às 22h"
FALSE,Zeca FC,Cadê o Zeca?,Escondidinho de rabada com batata baroa.,,"Rua Farme de Amoedo, 87 | Ipanema, Rio de Janeiro – RJ",Ipanema,"https://www.google.com/maps/search/?api=1&query=Rua%20Farme%20de%20Amoedo,%2087%20|%20Ipanema,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/zeca-fc/,(21) 3547-6875,"Segundas, das 9h às 23hTerças, das 9h às 23hQuartas, das 9h às 23hQuintas, das 9h às 23hSextas, das 9h às 23hSábados, das 9h às 23hDomingos, das 9h às 23h"
FALSE,Zeca’s Paquetá,Me Leva pra Paquetá,Joelho de porco com cebola caramelizada dentro de uma massa de batata-doce empanada na farinha Panko e frita. Acompanha molho de cerveja agridoce.,,"Praça Bom Jesus, 12 | Ilha de Paquetá, Rio de Janeiro – RJ",Paquetá,"https://www.google.com/maps/search/?api=1&query=Praça%20Bom%20Jesus,%2012%20|%20Ilha%20de%20Paquetá,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/zecas-paqueta/,(21) 3397-0322,"Quartas, das 11h às 21hQuintas, das 11h às 21hSextas, das 11h às 23hSábados, das 11h às 23hDomingos, das 11h às 21h"
FALSE,Zezimbar,Porquinho da Vovó,"Carne de porco com tempero exclusivo, acompanhada de molho barbecue de coca-cola e salada Coleslaw – repolhos, cenoura, maçã verde, iogurte, alho, limão, sal e pimenta – servida com torradas de pão italiano com toque de manteiga de ervas do chef.",,"Rua Barata Ribeiro, 354 – Loja D | Copacabana, Rio de Janeiro – RJ",Copacabana,"https://www.google.com/maps/search/?api=1&query=Rua%20Barata%20Ribeiro,%20354%20–%20Loja%20D%20|%20Copacabana,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/zezimbar/,(21) 2236-6363,"Segundas, das 12h às 24hTerças, das 12h às 24hQuartas, das 12h às 24hQuintas, das 12h às 24hSextas, das 12h às 24hSábados, das 12h às 24hDomingos, das 12h às 24h"
FALSE,Zinho Bier,Duplinha de Costela,Bruschettas de costela ao bafo no pão de alho e linguicinha de costela com farofa de biscoito da Bisa Lúcia. Acompanha molho à campanha de hortelã com alho confitado.,,"Rua São Luiz Gonzaga, 2330 | Benfica, Rio de Janeiro – RJ",Benfica,"https://www.google.com/maps/search/?api=1&query=Rua%20São%20Luiz%20Gonzaga,%202330%20|%20Benfica,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/zinho-bier/,(21) 3556-8310,"Segundas, das 11h às 16hTerças, das 11h às 16hQuartas, das 11h às 16hQuintas, das 11h às 23hSextas, das 11h às 23hSábados, das 11h às 23hDomingos, das 11h às 18h"
